Id;Marker;Active;Origin;End
0;0;1;28;24
1;0;1;4;33
2;0;1;34;31
3;0;1;13;24
4;8;1;5;23
5;0;1;23;27
6;5;1;11;1
7;0;1;4;38
8;0;1;37;4
9;5;1;6;11
10;0;1;45;18
11;0;1;42;13
12;6;1;10;7
13;6;1;7;39
14;0;1;4;22
15;6;1;1;8
16;0;1;38;40
17;0;1;14;8
18;6;1;8;10
19;0;1;17;46
20;0;1;10;9
21;0;1;9;14
22;0;1;40;29
23;0;1;14;11
24;7;1;24;31
25;0;1;22;17
26;0;1;15;22
27;0;1;9;15
28;0;1;39;29
29;7;1;41;24
30;8;1;21;0
31;0;1;4;26
32;5;1;19;6
33;0;1;6;20
34;0;1;17;16
35;0;1;36;30
36;0;1;20;17
37;0;1;15;33
38;0;1;18;43
39;0;1;36;4
40;0;1;16;19
41;7;1;31;3
42;0;1;16;21
43;0;1;42;41
44;1;1;6;22
45;0;1;44;28
46;5;1;0;19
47;0;1;17;27
48;8;1;23;21
49;0;1;45;46
50;0;1;36;44
51;0;1;7;35
52;7;1;2;41
53;0;1;33;12
54;0;1;13;44
55;0;1;32;34
56;0;1;26;30
57;8;1;25;5
58;6;1;39;2
59;0;1;29;42
60;0;1;42;37
61;0;1;12;38
62;0;1;28;34
63;0;1;34;43
64;8;1;32;25
65;0;1;35;40
66;0;1;18;30
67;0;1;46;26
68;1;1;35;12
69;8;1;3;32
70;0;1;5;45
71;0;1;43;25
