Id;Marker;Active;Origin;End
0;5;1;0;1
1;5;1;1;2
2;5;1;2;3
3;0;1;4;5
4;0;1;5;6
5;0;1;6;7
6;0;1;8;9
7;0;1;9;10
8;0;1;10;11
9;7;1;12;13
10;7;1;13;14
11;7;1;14;15
12;8;1;0;4
13;0;1;1;5
14;0;1;2;6
15;6;1;3;7
16;8;1;4;8
17;0;1;5;9
18;0;1;6;10
19;6;1;7;11
20;8;1;8;12
21;0;1;9;13
22;0;1;10;14
23;6;1;11;15
24;0;1;0;16
25;0;1;16;5
26;0;1;1;17
27;0;1;17;6
28;0;1;2;18
29;0;1;18;7
30;0;1;4;19
31;0;1;19;9
32;0;1;5;20
33;0;1;20;10
34;0;1;6;21
35;0;1;21;11
36;0;1;8;22
37;0;1;22;13
38;0;1;9;23
39;0;1;23;14
40;0;1;10;24
41;0;1;24;15
42;0;1;0;25
43;0;1;25;5
44;0;1;1;26
45;0;1;26;6
46;0;1;2;27
47;0;1;27;7
48;0;1;4;28
49;0;1;28;9
50;0;1;5;29
51;0;1;29;10
52;0;1;6;30
53;0;1;30;11
54;0;1;8;31
55;0;1;31;13
56;0;1;9;32
57;0;1;32;14
58;0;1;10;33
59;0;1;33;15
