Id;Marker;Active;Origin;End
0;5;1;0;1
1;5;1;1;2
2;5;1;2;3
3;5;1;3;4
4;5;1;4;5
5;0;1;6;7
6;0;1;7;8
7;0;1;8;9
8;0;1;9;10
9;0;1;10;11
10;0;1;12;13
11;0;1;13;14
12;0;1;14;15
13;0;1;15;16
14;0;1;16;17
15;0;1;18;19
16;0;1;19;20
17;0;1;20;21
18;0;1;21;22
19;0;1;22;23
20;0;1;24;25
21;0;1;25;26
22;0;1;26;27
23;0;1;27;28
24;0;1;28;29
25;7;1;30;31
26;7;1;31;32
27;7;1;32;33
28;7;1;33;34
29;7;1;34;35
30;8;1;0;6
31;0;1;1;7
32;0;1;2;8
33;0;1;3;9
34;0;1;4;10
35;6;1;5;11
36;8;1;6;12
37;0;1;7;13
38;0;1;8;14
39;0;1;9;15
40;0;1;10;16
41;6;1;11;17
42;8;1;12;18
43;0;1;13;19
44;0;1;14;20
45;0;1;15;21
46;0;1;16;22
47;6;1;17;23
48;8;1;18;24
49;0;1;19;25
50;0;1;20;26
51;0;1;21;27
52;0;1;22;28
53;6;1;23;29
54;8;1;24;30
55;0;1;25;31
56;0;1;26;32
57;0;1;27;33
58;0;1;28;34
59;6;1;29;35
60;0;1;0;36
61;0;1;36;7
62;0;1;1;37
63;0;1;37;8
64;0;1;2;38
65;0;1;38;9
66;0;1;3;39
67;0;1;39;10
68;0;1;4;40
69;0;1;40;11
70;0;1;6;41
71;0;1;41;13
72;0;1;7;42
73;0;1;42;14
74;0;1;8;43
75;0;1;43;15
76;0;1;9;44
77;0;1;44;16
78;0;1;10;45
79;0;1;45;17
80;0;1;12;46
81;0;1;46;19
82;0;1;13;47
83;0;1;47;20
84;0;1;14;48
85;0;1;48;21
86;0;1;15;49
87;0;1;49;22
88;0;1;16;50
89;0;1;50;23
90;0;1;18;51
91;0;1;51;25
92;0;1;19;52
93;0;1;52;26
94;0;1;20;53
95;0;1;53;27
96;0;1;21;54
97;0;1;54;28
98;0;1;22;55
99;0;1;55;29
100;0;1;24;56
101;0;1;56;31
102;0;1;25;57
103;0;1;57;32
104;0;1;26;58
105;0;1;58;33
106;0;1;27;59
107;0;1;59;34
108;0;1;28;60
109;0;1;60;35
110;0;1;0;61
111;0;1;61;7
112;0;1;1;62
113;0;1;62;8
114;0;1;2;63
115;0;1;63;9
116;0;1;3;64
117;0;1;64;10
118;0;1;4;65
119;0;1;65;11
120;0;1;6;66
121;0;1;66;13
122;0;1;7;67
123;0;1;67;14
124;0;1;8;68
125;0;1;68;15
126;0;1;9;69
127;0;1;69;16
128;0;1;10;70
129;0;1;70;17
130;0;1;12;71
131;0;1;71;19
132;0;1;13;72
133;0;1;72;20
134;0;1;14;73
135;0;1;73;21
136;0;1;15;74
137;0;1;74;22
138;0;1;16;75
139;0;1;75;23
140;0;1;18;76
141;0;1;76;25
142;0;1;19;77
143;0;1;77;26
144;0;1;20;78
145;0;1;78;27
146;0;1;21;79
147;0;1;79;28
148;0;1;22;80
149;0;1;80;29
150;0;1;24;81
151;0;1;81;31
152;0;1;25;82
153;0;1;82;32
154;0;1;26;83
155;0;1;83;33
156;0;1;27;84
157;0;1;84;34
158;0;1;28;85
159;0;1;85;35
