Id;Marker;Active;Origin;End
0;5;1;0;1
1;0;1;1;2
2;0;1;2;3
3;8;1;3;0
4;0;1;4;5
5;0;1;5;6
6;7;1;6;7
7;8;1;7;8
8;0;1;8;4
9;7;1;9;10
10;0;1;10;11
11;0;1;11;12
12;6;1;12;9
13;6;1;13;14
14;0;1;14;15
15;0;1;15;16
16;0;1;16;17
17;5;1;17;13
18;6;1;14;18
19;0;1;18;19
20;0;1;19;20
21;0;1;20;15
22;6;1;18;21
23;0;1;21;22
24;0;1;22;23
25;0;1;23;19
26;6;1;21;12
27;0;1;11;24
28;0;1;24;22
29;7;1;10;25
30;0;1;25;26
31;0;1;26;24
32;0;1;27;28
33;0;1;28;29
34;0;1;29;26
35;7;1;25;27
36;0;1;30;31
37;0;1;31;32
38;0;1;32;28
39;7;1;27;30
40;7;1;30;33
41;0;1;33;34
42;0;1;34;35
43;0;1;35;31
44;0;1;36;37
45;0;1;37;38
46;0;1;38;34
47;7;1;33;36
48;0;1;39;40
49;0;1;40;41
50;0;1;41;37
51;7;1;36;39
52;0;1;42;43
53;0;1;43;44
54;0;1;44;40
55;7;1;39;42
56;0;1;45;46
57;0;1;46;43
58;7;1;42;47
59;0;1;47;45
60;7;1;47;48
61;0;1;48;49
62;0;1;49;50
63;0;1;50;45
64;7;1;48;51
65;0;1;51;52
66;0;1;52;53
67;0;1;53;49
68;0;1;5;54
69;0;1;54;52
70;7;1;51;6
71;5;1;1;55
72;0;1;55;56
73;0;1;56;57
74;0;1;57;2
75;0;1;58;59
76;0;1;59;60
77;0;1;60;56
78;5;1;55;58
79;0;1;61;59
80;5;1;58;62
81;0;1;62;63
82;0;1;63;61
83;0;1;64;63
84;5;1;62;65
85;0;1;65;66
86;0;1;66;64
87;0;1;67;68
88;0;1;68;69
89;0;1;69;66
90;5;1;65;67
91;0;1;70;68
92;5;1;67;71
93;0;1;71;72
94;0;1;72;70
95;5;1;71;73
96;0;1;73;74
97;0;1;74;75
98;0;1;75;72
99;5;1;73;76
100;0;1;76;77
101;0;1;77;78
102;0;1;78;74
103;5;1;76;79
104;0;1;79;80
105;0;1;80;81
106;0;1;81;77
107;5;1;79;82
108;0;1;82;83
109;0;1;83;84
110;0;1;84;80
111;5;1;82;85
112;0;1;85;86
113;0;1;86;87
114;0;1;87;83
115;5;1;85;88
116;0;1;88;89
117;0;1;89;90
118;0;1;90;86
119;0;1;91;89
120;5;1;88;92
121;0;1;92;93
122;0;1;93;91
123;5;1;92;94
124;0;1;94;95
125;0;1;95;96
126;0;1;96;93
127;5;1;94;17
128;0;1;16;97
129;0;1;97;95
130;0;1;98;99
131;0;1;99;4
132;8;1;8;100
133;0;1;100;98
134;0;1;101;102
135;0;1;102;98
136;8;1;100;103
137;0;1;103;101
138;8;1;103;104
139;0;1;104;105
140;0;1;105;106
141;0;1;106;101
142;8;1;104;107
143;0;1;107;108
144;0;1;108;109
145;0;1;109;105
146;0;1;110;111
147;0;1;111;108
148;8;1;107;112
149;0;1;112;110
150;0;1;113;114
151;0;1;114;110
152;8;1;112;115
153;0;1;115;113
154;8;1;115;116
155;0;1;116;117
156;0;1;117;118
157;0;1;118;113
158;8;1;116;119
159;0;1;119;120
160;0;1;120;121
