Id;Marker;Active;Origin;End
172;0;1;132;133
173;0;1;8;134
174;0;1;134;135
175;0;1;135;136
176;0;1;136;137
177;0;1;137;138
178;0;1;138;139
179;0;1;104;110
180;0;1;105;111
181;0;1;106;112
182;0;1;107;113
183;0;1;108;114
184;13;1;109;115
185;0;1;110;116
186;0;1;111;117
187;0;1;112;118
188;0;1;113;119
189;0;1;114;120
190;13;1;115;121
191;0;1;116;122
192;0;1;117;123
193;0;1;118;124
194;0;1;119;125
195;0;1;120;126
196;13;1;121;127
197;0;1;122;128
198;0;1;123;129
199;0;1;124;130
200;0;1;125;131
201;0;1;126;132
202;13;1;127;133
203;0;1;128;134
204;0;1;129;135
205;0;1;130;136
206;0;1;131;137
207;0;1;132;138
208;13;1;133;139
209;0;1;134;22
210;0;1;135;24
211;0;1;136;25
212;0;1;137;26
213;0;1;138;28
214;13;1;139;30
215;0;1;146;154
216;0;1;154;141
217;0;1;141;146
218;0;1;141;148
219;0;1;148;146
220;0;1;20;167
221;0;1;167;166
222;0;1;166;20
223;0;1;157;151
224;0;1;151;169
225;0;1;169;157
226;0;1;148;150
227;0;1;150;146
228;0;1;144;156
229;0;1;156;30
230;15;1;30;144
231;0;1;142;152
232;0;1;152;144
233;15;1;144;142
234;0;1;153;162
235;0;1;162;154
236;0;1;154;153
237;0;1;27;145
238;0;1;145;25
239;0;1;27;143
240;0;1;143;145
241;0;1;29;156
242;0;1;156;27
243;0;1;152;156
244;0;1;143;152
245;0;1;152;154
246;0;1;154;143
247;0;1;146;145
248;0;1;143;146
249;0;1;147;148
250;0;1;148;151
251;0;1;151;147
252;0;1;150;145
253;0;1;155;11
254;0;1;11;23
255;0;1;23;155
256;0;1;150;23
257;0;1;25;150
258;0;1;141;161
259;0;1;161;148
260;0;1;147;150
261;0;1;164;170
262;0;1;170;162
263;0;1;162;164
264;0;1;155;150
265;0;1;147;155
266;0;1;167;161
267;0;1;161;158
268;0;1;158;167
269;0;1;169;16
270;0;1;16;157
271;0;1;142;153
272;0;1;153;152
273;0;1;143;156
274;0;1;163;165
275;0;1;165;171
276;16;1;171;163
277;0;1;168;170
278;0;1;170;149
279;0;1;149;168
280;0;1;13;155
281;0;1;147;13
282;0;1;147;14
283;0;1;157;14
284;0;1;147;157
285;0;1;161;162
286;0;1;162;158
287;0;1;19;167
288;0;1;161;151
289;0;1;158;168
290;0;1;168;167
291;0;1;169;17
292;15;1;160;159
293;0;1;159;165
294;0;1;165;160
295;15;1;142;160
296;0;1;160;153
297;0;1;141;162
298;0;1;153;164
299;0;1;165;164
300;0;1;153;165
301;0;1;163;164
302;0;1;170;163
303;16;1;163;149
304;15;1;159;140
305;16;1;140;171
306;0;1;171;159
307;16;1;166;21
308;16;1;149;166
309;0;1;166;168
310;0;1;169;19
311;0;1;167;151
312;0;1;158;170
313;0;1;167;169
