Id;Marker;Active;Origin;End
0; 0; 1; 66; 19
1; 1; 1; 19; 20
2; 0; 1; 20; 66
3; 0; 1; 105; 57
4; 0; 1; 57; 106
5; 0; 1; 106; 105
6; 0; 1; 83; 6
7; 0; 1; 6; 84
8; 0; 1; 84; 83
9; 0; 1; 109; 60
10; 1; 1; 60; 61
11; 0; 1; 61; 109
12; 0; 1; 88; 10
13; 1; 1; 10; 11
14; 0; 1; 11; 88
15; 0; 1; 70; 24
16; 0; 1; 24; 71
17; 0; 1; 71; 70
18; 0; 1; 122; 42
19; 1; 1; 42; 43
20; 0; 1; 43; 122
21; 0; 1; 114; 35
22; 0; 1; 35; 115
23; 0; 1; 115; 114
24; 0; 1; 187; 122
25; 0; 1; 122; 123
26; 0; 1; 123; 187
27; 0; 1; 72; 26
28; 0; 1; 26; 73
29; 0; 1; 73; 72
30; 0; 1; 120; 40
31; 1; 1; 40; 41
32; 0; 1; 41; 120
33; 0; 1; 86; 9
34; 0; 1; 9; 87
35; 0; 1; 87; 86
36; 0; 1; 69; 22
37; 1; 1; 22; 23
38; 0; 1; 23; 69
39; 0; 1; 126; 46
40; 1; 1; 46; 47
41; 0; 1; 47; 126
42; 0; 1; 43; 123
43; 0; 1; 90; 12
44; 1; 1; 12; 13
45; 0; 1; 13; 90
46; 0; 1; 86; 85
47; 0; 1; 85; 8
48; 0; 1; 8; 86
49; 0; 1; 96; 18
50; 1; 1; 18; 1
51; 0; 1; 1; 96
52; 0; 1; 79; 33
53; 0; 1; 33; 80
54; 0; 1; 80; 79
55; 0; 1; 81; 0
56; 1; 1; 0; 4
57; 0; 1; 4; 81
58; 0; 1; 161; 97
59; 0; 1; 97; 162
60; 0; 1; 162; 161
61; 0; 1; 103; 54
62; 1; 1; 54; 55
63; 0; 1; 55; 103
64; 0; 1; 83; 5
65; 1; 1; 5; 6
66; 1; 1; 8; 9
67; 1; 1; 57; 58
68; 0; 1; 58; 106
69; 0; 1; 131; 130
70; 0; 1; 130; 66
71; 0; 1; 66; 131
72; 1; 1; 9; 10
73; 0; 1; 10; 87
74; 1; 1; 33; 0
75; 0; 1; 0; 80
76; 0; 1; 85; 7
77; 1; 1; 7; 8
78; 0; 1; 93; 15
79; 1; 1; 15; 16
80; 0; 1; 16; 93
81; 0; 1; 89; 12
82; 0; 1; 90; 89
83; 0; 1; 114; 34
84; 1; 1; 34; 35
85; 0; 1; 101; 52
86; 1; 1; 52; 53
87; 0; 1; 53; 101
88; 0; 1; 95; 17
89; 1; 1; 17; 18
90; 0; 1; 18; 95
91; 0; 1; 119; 118
92; 0; 1; 118; 39
93; 0; 1; 39; 119
94; 0; 1; 114; 113
95; 0; 1; 113; 34
96; 0; 1; 140; 75
97; 0; 1; 75; 76
98; 0; 1; 76; 140
99; 0; 1; 100; 51
100; 1; 1; 51; 52
101; 0; 1; 52; 100
102; 0; 1; 116; 36
103; 1; 1; 36; 37
104; 0; 1; 37; 116
105; 0; 1; 88; 87
106; 0; 1; 102; 53
107; 1; 1; 53; 54
108; 0; 1; 54; 102
109; 0; 1; 189; 124
110; 0; 1; 124; 125
111; 0; 1; 125; 189
112; 0; 1; 111; 62
113; 1; 1; 62; 63
114; 0; 1; 63; 111
115; 0; 1; 168; 103
116; 0; 1; 103; 104
117; 0; 1; 104; 168
118; 0; 1; 70; 23
119; 1; 1; 23; 24
120; 0; 1; 78; 31
121; 1; 1; 31; 32
122; 0; 1; 32; 78
123; 0; 1; 108; 107
124; 0; 1; 107; 59
125; 0; 1; 59; 108
126; 0; 1; 118; 38
127; 1; 1; 38; 39
128; 0; 1; 119; 40
129; 0; 1; 120; 119
130; 0; 1; 110; 62
131; 0; 1; 111; 110
132; 1; 1; 43; 44
133; 0; 1; 44; 123
134; 0; 1; 66; 67
135; 0; 1; 67; 131
136; 1; 1; 35; 36
137; 0; 1; 36; 115
138; 0; 1; 89; 11
139; 1; 1; 11; 12
140; 0; 1; 135; 70
141; 0; 1; 71; 135
142; 0; 1; 129; 64
143; 0; 1; 64; 65
144; 0; 1; 65; 129
145; 0; 1; 359; 148
146; 0; 1; 148; 149
147; 0; 1; 149; 359
148; 1; 1; 39; 40
149; 0; 1; 67; 20
150; 1; 1; 20; 21
151; 0; 1; 21; 67
152; 0; 1; 70; 69
153; 0; 1; 195; 364
154; 0; 1; 364; 154
155; 0; 1; 154; 195
156; 0; 1; 64; 48
157; 1; 1; 48; 3
158; 0; 1; 3; 64
159; 0; 1; 127; 47
160; 1; 1; 47; 48
161; 0; 1; 48; 127
162; 0; 1; 4; 82
163; 0; 1; 82; 81
164; 0; 1; 98; 97
165; 0; 1; 97; 49
166; 0; 1; 49; 98
167; 0; 1; 127; 126
168; 0; 1; 79; 32
169; 1; 1; 32; 33
170; 1; 1; 24; 25
171; 0; 1; 25; 71
172; 0; 1; 72; 71
173; 0; 1; 25; 72
174; 0; 1; 94; 17
175; 0; 1; 95; 94
176; 0; 1; 94; 16
177; 1; 1; 16; 17
178; 0; 1; 379; 195
179; 0; 1; 195; 155
180; 0; 1; 155; 379
181; 0; 1; 124; 123
182; 0; 1; 44; 124
183; 0; 1; 110; 61
184; 1; 1; 61; 62
185; 0; 1; 110; 109
186; 0; 1; 96; 95
187; 0; 1; 132; 67
188; 0; 1; 67; 68
189; 0; 1; 68; 132
190; 0; 1; 89; 88
191; 0; 1; 94; 93
192; 0; 1; 81; 80
193; 0; 1; 102; 101
194; 0; 1; 112; 63
195; 1; 1; 63; 2
196; 0; 1; 2; 112
197; 0; 1; 112; 111
198; 0; 1; 97; 1
199; 1; 1; 1; 49
200; 0; 1; 97; 96
201; 0; 1; 77; 30
202; 1; 1; 30; 31
203; 0; 1; 31; 77
204; 1; 1; 4; 5
205; 0; 1; 5; 82
206; 0; 1; 107; 58
207; 1; 1; 58; 59
208; 0; 1; 107; 106
209; 1; 1; 25; 26
210; 0; 1; 74; 27
211; 1; 1; 27; 28
212; 0; 1; 28; 74
213; 0; 1; 78; 77
214; 0; 1; 77; 76
215; 0; 1; 76; 30
216; 0; 1; 75; 28
217; 1; 1; 28; 29
218; 0; 1; 29; 75
219; 0; 1; 75; 74
220; 0; 1; 99; 50
221; 1; 1; 50; 51
222; 0; 1; 51; 99
223; 1; 1; 49; 50
224; 0; 1; 50; 98
225; 0; 1; 166; 102
226; 0; 1; 102; 167
227; 0; 1; 167; 166
228; 0; 1; 103; 102
229; 0; 1; 64; 127
230; 0; 1; 103; 167
231; 0; 1; 68; 21
232; 1; 1; 21; 22
233; 0; 1; 22; 68
234; 0; 1; 113; 2
235; 1; 1; 2; 34
236; 0; 1; 113; 112
237; 0; 1; 143; 78
238; 0; 1; 78; 79
239; 0; 1; 79; 143
240; 0; 1; 83; 82
241; 1; 1; 59; 60
242; 0; 1; 60; 108
243; 0; 1; 109; 108
244; 0; 1; 157; 156
245; 0; 1; 156; 92
246; 0; 1; 92; 157
247; 0; 1; 65; 19
248; 0; 1; 66; 65
249; 0; 1; 133; 68
250; 0; 1; 68; 69
251; 0; 1; 69; 133
252; 0; 1; 168; 193
253; 0; 1; 193; 167
254; 0; 1; 167; 168
255; 0; 1; 91; 13
256; 1; 1; 13; 14
257; 0; 1; 14; 91
258; 0; 1; 91; 90
259; 1; 1; 26; 27
260; 0; 1; 27; 73
261; 0; 1; 74; 73
262; 1; 1; 6; 7
263; 0; 1; 7; 84
264; 0; 1; 85; 84
265; 0; 1; 147; 83
266; 0; 1; 83; 148
267; 0; 1; 148; 147
268; 0; 1; 92; 91
269; 0; 1; 14; 92
270; 0; 1; 185; 120
271; 0; 1; 120; 121
272; 0; 1; 121; 185
273; 0; 1; 177; 112
274; 0; 1; 113; 177
275; 0; 1; 76; 29
276; 1; 1; 29; 30
277; 0; 1; 139; 74
278; 0; 1; 75; 139
279; 0; 1; 137; 72
280; 0; 1; 73; 137
281; 0; 1; 104; 55
282; 1; 1; 55; 56
283; 0; 1; 56; 104
284; 0; 1; 153; 88
285; 0; 1; 89; 153
286; 0; 1; 170; 106
287; 0; 1; 106; 171
288; 0; 1; 171; 170
289; 0; 1; 116; 115
290; 0; 1; 37; 117
291; 0; 1; 117; 116
292; 0; 1; 100; 99
293; 0; 1; 101; 100
294; 0; 1; 361; 227
295; 0; 1; 227; 198
296; 0; 1; 198; 361
297; 0; 1; 121; 42
298; 0; 1; 122; 121
299; 0; 1; 369; 146
300; 0; 1; 146; 147
301; 0; 1; 147; 369
302; 0; 1; 158; 93
303; 0; 1; 94; 158
304; 0; 1; 160; 95
305; 0; 1; 96; 160
306; 1; 1; 37; 38
307; 0; 1; 38; 117
308; 0; 1; 118; 117
309; 0; 1; 84; 148
310; 0; 1; 173; 108
311; 0; 1; 109; 173
312; 0; 1; 179; 114
313; 0; 1; 115; 179
314; 0; 1; 172; 107
315; 0; 1; 108; 172
316; 0; 1; 171; 107
317; 0; 1; 172; 171
318; 0; 1; 368; 130
319; 0; 1; 131; 368
320; 0; 1; 200; 357
321; 0; 1; 357; 190
322; 0; 1; 190; 200
323; 0; 1; 181; 117
324; 0; 1; 117; 182
325; 0; 1; 182; 181
326; 1; 1; 14; 15
327; 0; 1; 15; 92
328; 0; 1; 93; 92
329; 0; 1; 133; 132
330; 0; 1; 136; 135
331; 0; 1; 71; 136
332; 0; 1; 176; 111
333; 0; 1; 112; 176
